iso_code,continent,location,date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,icu_patients,icu_patients_per_million,hosp_patients,hosp_patients_per_million,weekly_icu_admissions,weekly_icu_admissions_per_million,weekly_hosp_admissions,weekly_hosp_admissions_per_million,total_tests,new_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,positive_rate,tests_per_case,tests_units,total_vaccinations,people_vaccinated,people_fully_vaccinated,total_boosters,new_vaccinations,new_vaccinations_smoothed,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,total_boosters_per_hundred,new_vaccinations_smoothed_per_million,new_people_vaccinated_smoothed,new_people_vaccinated_smoothed_per_hundred,stringency_index,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,human_development_index,population,excess_mortality_cumulative_absolute,excess_mortality_cumulative,excess_mortality,excess_mortality_cumulative_per_million
ECU,South America,Ecuador,2022-07-14,918479.0,0.0,1042.43,35749.0,0.0,1.14,51530.75,0.0,58.48,2005.68,0.0,0.06,1.04,,,,,,,,,,,,,,,,,,36204703.0,15201795.0,14036088.0,7532977.0,39924.0,30022.0,201.13,84.45,77.97,41.85,1668.0,894.0,0.0,23.48,66.94,28.1,7.1,4.46,10581.94,3.6,140.45,5.55,2.0,12.3,80.64,1.5,77.01,0.76,18001002,,,,
ECU,South America,Ecuador,2022-07-15,918479.0,0.0,1042.43,35749.0,0.0,1.14,51530.75,0.0,58.48,2005.68,0.0,0.06,1.04,,,,,,,,,,,,,,,,,,36243235.0,15202906.0,14037857.0,7568773.0,38532.0,29752.0,201.34,84.46,77.98,42.05,1653.0,864.0,0.0,23.47,66.94,28.1,7.1,4.46,10581.94,3.6,140.45,5.55,2.0,12.3,80.64,1.5,77.01,0.76,18001002,,,,
ECU,South America,Ecuador,2022-07-16,918479.0,0.0,1042.43,35749.0,0.0,1.14,51530.75,0.0,58.48,2005.68,0.0,0.06,1.04,,,,,,,,,,,,,,,,,,36258364.0,15203192.0,14038313.0,7583192.0,15129.0,30381.0,201.42,84.46,77.99,42.13,1688.0,873.0,0.0,23.47,66.94,28.1,7.1,4.46,10581.94,3.6,140.45,5.55,2.0,12.3,80.64,1.5,77.01,0.76,18001002,,,,
ECU,South America,Ecuador,2022-07-17,930115.0,11636.0,1662.29,35769.0,20.0,2.86,52183.59,652.83,93.26,2006.8,1.12,0.16,1.04,,,,,,,,,,,,,,,,,,36264965.0,15203296.0,14038474.0,7589537.0,6601.0,30339.0,201.46,84.46,77.99,42.16,1685.0,867.0,0.0,23.47,66.94,28.1,7.1,4.46,10581.94,3.6,140.45,5.55,2.0,12.3,80.64,1.5,77.01,0.76,18001002,75084.09,37.84,14.59,4171.11
ECU,South America,Ecuador,2022-07-18,930115.0,0.0,1662.29,35769.0,0.0,2.86,52183.59,0.0,93.26,2006.8,0.0,0.16,1.04,,,,,,,,,,,,,,,,,,36301127.0,15204461.0,14040192.0,7622984.0,36162.0,30245.0,201.66,84.46,78.0,42.35,1680.0,881.0,0.0,23.46,66.94,28.1,7.1,4.46,10581.94,3.6,140.45,5.55,2.0,12.3,80.64,1.5,77.01,0.76,18001002,,,,
ECU,South America,Ecuador,2022-07-19,930115.0,0.0,1662.29,35769.0,0.0,2.86,52183.59,0.0,93.26,2006.8,0.0,0.16,1.04,,,,,,,,,,,,,,,,,,36343088.0,15205600.0,14041999.0,7662155.0,41961.0,30856.0,201.89,84.47,78.01,42.57,1714.0,879.0,0.0,23.46,66.94,28.1,7.1,4.46,10581.94,3.6,140.45,5.55,2.0,12.3,80.64,1.5,77.01,0.76,18001002,,,,
ECU,South America,Ecuador,2022-07-20,930115.0,0.0,1662.29,35769.0,0.0,2.86,52183.59,0.0,93.26,2006.8,0.0,0.16,1.03,,,,,,,,,,,,,,,,,,36387410.0,15206932.0,14043979.0,7703342.0,44322.0,31804.0,202.14,84.48,78.02,42.79,1767.0,906.0,0.0,23.46,66.94,28.1,7.1,4.46,10581.94,3.6,140.45,5.55,2.0,12.3,80.64,1.5,77.01,0.76,18001002,,,,
ECU,South America,Ecuador,2022-07-21,930115.0,0.0,1662.29,35769.0,0.0,2.86,52183.59,0.0,93.26,2006.8,0.0,0.16,1.02,,,,,,,,,,,,,,,,,,36432241.0,15208238.0,14046184.0,7744857.0,44831.0,32505.0,202.39,84.49,78.03,43.02,1806.0,920.0,0.0,23.45,66.94,28.1,7.1,4.46,10581.94,3.6,140.45,5.55,2.0,12.3,80.64,1.5,77.01,0.76,18001002,,,,
ECU,South America,Ecuador,2022-07-22,930115.0,0.0,1662.29,35769.0,0.0,2.86,52183.59,0.0,93.26,2006.8,0.0,0.16,1.01,,,,,,,,,,,,,,,,,,36473481.0,15209515.0,14048091.0,7783071.0,41240.0,32892.0,202.62,84.49,78.04,43.24,1827.0,944.0,0.0,23.45,66.94,28.1,7.1,4.46,10581.94,3.6,140.45,5.55,2.0,12.3,80.64,1.5,77.01,0.76,18001002,,,,
ECU,South America,Ecuador,2022-07-23,930115.0,0.0,1662.29,35769.0,0.0,2.86,52183.59,0.0,93.26,2006.8,0.0,0.16,1.01,,,,,,,,,,,,,,,,,,36487194.0,15209799.0,14048567.0,7796042.0,13713.0,32690.0,202.7,84.49,78.04,43.31,1816.0,944.0,0.0,23.45,66.94,28.1,7.1,4.46,10581.94,3.6,140.45,5.55,2.0,12.3,80.64,1.5,77.01,0.76,18001002,,,,
ECU,South America,Ecuador,2022-07-24,946487.0,16372.0,2338.86,35786.0,17.0,2.43,53102.12,918.54,131.22,2007.75,0.95,0.14,1.0,,,,,,,,,,,,,,,,,,36494637.0,15209929.0,14048752.0,7803175.0,7443.0,32810.0,202.74,84.49,78.04,43.35,1823.0,948.0,0.0,23.45,66.94,28.1,7.1,4.46,10581.94,3.6,140.45,5.55,2.0,12.3,80.64,1.5,77.01,0.76,18001002,75314.39,37.67,15.27,4183.9
ECU,South America,Ecuador,2022-07-25,946487.0,0.0,2338.86,35786.0,0.0,2.43,53102.12,0.0,131.22,2007.75,0.0,0.14,0.99,,,,,,,,,,,,,,,,,,36525038.0,15210904.0,14050213.0,7831249.0,30401.0,31987.0,202.91,84.5,78.05,43.5,1777.0,920.0,0.0,23.44,66.94,28.1,7.1,4.46,10581.94,3.6,140.45,5.55,2.0,12.3,80.64,1.5,77.01,0.76,18001002,,,,
ECU,South America,Ecuador,2022-07-26,946487.0,0.0,2338.86,35786.0,0.0,2.43,53102.12,0.0,131.22,2007.75,0.0,0.14,0.98,,,,,,,,,,,,,,,,,,36561592.0,15212010.0,14051963.0,7865056.0,36554.0,31215.0,203.11,84.51,78.06,43.69,1734.0,916.0,0.0,23.44,66.94,28.1,7.1,4.46,10581.94,3.6,140.45,5.55,2.0,12.3,80.64,1.5,77.01,0.76,18001002,,,,
ECU,South America,Ecuador,2022-07-27,946487.0,0.0,2338.86,35786.0,0.0,2.43,53102.12,0.0,131.22,2007.75,0.0,0.14,0.97,,,,,,,,,,,,,,,,,,36604420.0,15213426.0,14054085.0,7904464.0,42828.0,31001.0,203.35,84.51,78.07,43.91,1722.0,928.0,0.0,23.43,66.94,28.1,7.1,4.46,10581.94,3.6,140.45,5.55,2.0,12.3,80.64,1.5,77.01,0.76,18001002,,,,
ECU,South America,Ecuador,2022-07-28,946487.0,0.0,2338.86,35786.0,0.0,2.43,53102.12,0.0,131.22,2007.75,0.0,0.14,0.96,,,,,,,,,,,,,,,,,,36650029.0,15214844.0,14056237.0,7946649.0,45609.0,31113.0,203.6,84.52,78.09,44.15,1728.0,944.0,0.0,23.43,66.94,28.1,7.1,4.46,10581.94,3.6,140.45,5.55,2.0,12.3,80.64,1.5,77.01,0.76,18001002,,,,
ECU,South America,Ecuador,2022-07-29,946487.0,0.0,2338.86,35786.0,0.0,2.43,53102.12,0.0,131.22,2007.75,0.0,0.14,0.95,,,,,,,,,,,,,,,,,,36691280.0,15216218.0,14058178.0,7984816.0,41251.0,31114.0,203.83,84.53,78.1,44.36,1728.0,958.0,0.0,23.42,66.94,28.1,7.1,4.46,10581.94,3.6,140.45,5.55,2.0,12.3,80.64,1.5,77.01,0.76,18001002,,,,
ECU,South America,Ecuador,2022-07-30,946487.0,0.0,2338.86,35786.0,0.0,2.43,53102.12,0.0,131.22,2007.75,0.0,0.14,0.94,,,,,,,,,,,,,,,,,,36705217.0,15216542.0,14058602.0,7998015.0,13937.0,31146.0,203.91,84.53,78.1,44.43,1730.0,963.0,0.0,23.42,66.94,28.1,7.1,4.46,10581.94,3.6,140.45,5.55,2.0,12.3,80.64,1.5,77.01,0.76,18001002,,,,
ECU,South America,Ecuador,2022-07-31,963668.0,17181.0,2454.43,35801.0,15.0,2.14,54066.06,963.93,137.7,2008.6,0.84,0.12,0.93,,,,,,,,,,,,,,,,,,36712947.0,15216673.0,14058805.0,8005416.0,7730.0,31187.0,203.95,84.53,78.1,44.47,1733.0,963.0,0.0,23.42,66.94,28.1,7.1,4.46,10581.94,3.6,140.45,5.55,2.0,12.3,80.64,1.5,77.01,0.76,18001002,75599.09,37.54,19.31,4199.72
ECU,South America,Ecuador,2022-08-01,963668.0,0.0,2454.43,35801.0,0.0,2.14,54066.06,0.0,137.7,2008.6,0.0,0.12,0.93,,,,,,,,,,,,,,,,,,36761623.0,15218422.0,14061301.0,8050031.0,48676.0,33798.0,204.22,84.54,78.11,44.72,1878.0,1074.0,0.01,23.42,66.94,28.1,7.1,4.46,10581.94,3.6,140.45,5.55,2.0,12.3,80.64,1.5,77.01,0.76,18001002,,,,
ECU,South America,Ecuador,2022-08-02,963668.0,0.0,2454.43,35801.0,0.0,2.14,54066.06,0.0,137.7,2008.6,0.0,0.12,0.92,,,,,,,,,,,,,,,,,,36801542.0,15219781.0,14063328.0,8086677.0,39919.0,34279.0,204.44,84.55,78.13,44.92,1904.0,1110.0,0.01,14.5,66.94,28.1,7.1,4.46,10581.94,3.6,140.45,5.55,2.0,12.3,80.64,1.5,77.01,0.76,18001002,,,,
ECU,South America,Ecuador,2022-08-03,963668.0,0.0,2454.43,35801.0,0.0,2.14,54066.06,0.0,137.7,2008.6,0.0,0.12,0.91,,,,,,,,,,,,,,,,,,36843951.0,15221396.0,14065678.0,8125360.0,42409.0,34219.0,204.68,84.56,78.14,45.14,1901.0,1139.0,0.01,14.5,66.94,28.1,7.1,4.46,10581.94,3.6,140.45,5.55,2.0,12.3,80.64,1.5,77.01,0.76,18001002,,,,
ECU,South America,Ecuador,2022-08-04,963668.0,0.0,2454.43,35801.0,0.0,2.14,54066.06,0.0,137.7,2008.6,0.0,0.12,0.9,,,,,,,,,,,,,,,,,,36883695.0,15222920.0,14067752.0,8161570.0,39744.0,33381.0,204.9,84.57,78.15,45.34,1854.0,1154.0,0.01,14.5,66.94,28.1,7.1,4.46,10581.94,3.6,140.45,5.55,2.0,12.3,80.64,1.5,77.01,0.76,18001002,,,,
ECU,South America,Ecuador,2022-08-05,963668.0,0.0,2454.43,35801.0,0.0,2.14,54066.06,0.0,137.7,2008.6,0.0,0.12,0.88,,,,,,,,,,,,,,,,,,36919760.0,15224170.0,14069415.0,8194787.0,36065.0,32640.0,205.1,84.57,78.16,45.52,1813.0,1136.0,0.01,14.5,66.94,28.1,7.1,4.46,10581.94,3.6,140.45,5.55,2.0,12.3,80.64,1.5,77.01,0.76,18001002,,,,
ECU,South America,Ecuador,2022-08-06,963668.0,0.0,2454.43,35801.0,0.0,2.14,54066.06,0.0,137.7,2008.6,0.0,0.12,0.87,,,,,,,,,,,,,,,,,,36931791.0,15224476.0,14069818.0,8206112.0,12031.0,32368.0,205.17,84.58,78.16,45.59,1798.0,1133.0,0.01,14.5,66.94,28.1,7.1,4.46,10581.94,3.6,140.45,5.55,2.0,12.3,80.64,1.5,77.01,0.76,18001002,,,,
ECU,South America,Ecuador,2022-08-07,979302.0,15634.0,2233.43,35811.0,10.0,1.43,54943.2,877.14,125.3,2009.16,0.56,0.08,0.86,,,,,,,,,,,,,,,,,,36938687.0,15224602.0,14070023.0,8212681.0,6896.0,32249.0,205.2,84.58,78.16,45.62,1792.0,1133.0,0.01,14.5,66.94,28.1,7.1,4.46,10581.94,3.6,140.45,5.55,2.0,12.3,80.64,1.5,77.01,0.76,18001002,75811.39,37.36,14.03,4211.51
ECU,South America,Ecuador,2022-08-08,979302.0,0.0,2233.43,35811.0,0.0,1.43,54943.2,0.0,125.3,2009.16,0.0,0.08,0.85,,,,,,,,,,,,,,,,,,36969074.0,15225850.0,14071713.0,8240131.0,30387.0,29636.0,205.37,84.58,78.17,45.78,1646.0,1061.0,0.01,14.5,66.94,28.1,7.1,4.46,10581.94,3.6,140.45,5.55,2.0,12.3,80.64,1.5,77.01,0.76,18001002,,,,
ECU,South America,Ecuador,2022-08-09,979302.0,0.0,2233.43,35811.0,0.0,1.43,54943.2,0.0,125.3,2009.16,0.0,0.08,0.84,,,,,,,,,,,,,,,,,,37002170.0,15227058.0,14073525.0,8270207.0,33096.0,28661.0,205.56,84.59,78.18,45.94,1592.0,1040.0,0.01,14.5,66.94,28.1,7.1,4.46,10581.94,3.6,140.45,5.55,2.0,12.3,80.64,1.5,77.01,0.76,18001002,,,,
ECU,South America,Ecuador,2022-08-10,979302.0,0.0,2233.43,35811.0,0.0,1.43,54943.2,0.0,125.3,2009.16,0.0,0.08,0.83,,,,,,,,,,,,,,,,,,37035516.0,15228197.0,14075232.0,8300707.0,33346.0,27366.0,205.74,84.6,78.19,46.11,1520.0,972.0,0.0,14.5,66.94,28.1,7.1,4.46,10581.94,3.6,140.45,5.55,2.0,12.3,80.64,1.5,77.01,0.76,18001002,,,,
ECU,South America,Ecuador,2022-08-11,979302.0,0.0,2233.43,35811.0,0.0,1.43,54943.2,0.0,125.3,2009.16,0.0,0.08,0.82,,,,,,,,,,,,,,,,,,37067051.0,15229338.0,14076940.0,8329398.0,31535.0,26194.0,205.92,84.6,78.2,46.27,1455.0,917.0,0.0,14.5,66.94,28.1,7.1,4.46,10581.94,3.6,140.45,5.55,2.0,12.3,80.64,1.5,77.01,0.76,18001002,,,,
ECU,South America,Ecuador,2022-08-12,979302.0,0.0,2233.43,35811.0,0.0,1.43,54943.2,0.0,125.3,2009.16,0.0,0.08,0.81,,,,,,,,,,,,,,,,,,37074849.0,15229567.0,14077247.0,8336660.0,7798.0,22156.0,205.96,84.6,78.2,46.31,1231.0,771.0,0.0,14.5,66.94,28.1,7.1,4.46,10581.94,3.6,140.45,5.55,2.0,12.3,80.64,1.5,77.01,0.76,18001002,,,,
ECU,South America,Ecuador,2022-08-13,979302.0,0.0,2233.43,35811.0,0.0,1.43,54943.2,0.0,125.3,2009.16,0.0,0.08,0.81,,,,,,,,,,,,,,,,,,37083106.0,15229734.0,14077515.0,8344483.0,8257.0,21616.0,206.01,84.6,78.2,46.36,1201.0,751.0,0.0,14.5,66.94,28.1,7.1,4.46,10581.94,3.6,140.45,5.55,2.0,12.3,80.64,1.5,77.01,0.76,18001002,,,,
ECU,South America,Ecuador,2022-08-14,982926.0,3624.0,517.71,35811.0,0.0,0.0,55146.52,203.32,29.05,2009.16,0.0,0.0,0.8,,,,,,,,,,,,,,,,,,37088693.0,15229853.0,14077668.0,8349798.0,5587.0,21429.0,206.04,84.61,78.2,46.39,1190.0,750.0,0.0,14.5,66.94,28.1,7.1,4.46,10581.94,3.6,140.45,5.55,2.0,12.3,80.64,1.5,77.01,0.76,18001002,76112.89,37.24,20.05,4228.26
ECU,South America,Ecuador,2022-08-15,982926.0,0.0,517.71,35811.0,0.0,0.0,55146.52,0.0,29.05,2009.16,0.0,0.0,0.8,,,,,,,,,,,,,,,,,,37112883.0,15231042.0,14079250.0,8371218.0,24190.0,20544.0,206.17,84.61,78.21,46.5,1141.0,742.0,0.0,14.5,66.94,28.1,7.1,4.46,10581.94,3.6,140.45,5.55,2.0,12.3,80.64,1.5,77.01,0.76,18001002,,,,
ECU,South America,Ecuador,2022-08-16,982926.0,0.0,517.71,35811.0,0.0,0.0,55146.52,0.0,29.05,2009.16,0.0,0.0,0.8,,,,,,,,,,,,,,,,,,37137741.0,15232119.0,14080676.0,8393573.0,24858.0,19367.0,206.31,84.62,78.22,46.63,1076.0,723.0,0.0,14.5,66.94,28.1,7.1,4.46,10581.94,3.6,140.45,5.55,2.0,12.3,80.64,1.5,77.01,0.76,18001002,,,,
ECU,South America,Ecuador,2022-08-17,982926.0,0.0,517.71,35811.0,0.0,0.0,55146.52,0.0,29.05,2009.16,0.0,0.0,0.79,,,,,,,,,,,,,,,,,,37168847.0,15233405.0,14082537.0,8421533.0,31106.0,19047.0,206.48,84.63,78.23,46.78,1058.0,744.0,0.0,14.5,66.94,28.1,7.1,4.46,10581.94,3.6,140.45,5.55,2.0,12.3,80.64,1.5,77.01,0.76,18001002,,,,
ECU,South America,Ecuador,2022-08-18,982926.0,0.0,517.71,35811.0,0.0,0.0,55146.52,0.0,29.05,2009.16,0.0,0.0,0.79,,,,,,,,,,,,,,,,,,37196851.0,15234634.0,14084377.0,8446468.0,28004.0,18543.0,206.64,84.63,78.24,46.92,1030.0,757.0,0.0,14.49,66.94,28.1,7.1,4.46,10581.94,3.6,140.45,5.55,2.0,12.3,80.64,1.5,77.01,0.76,18001002,,,,
ECU,South America,Ecuador,2022-08-19,982926.0,0.0,517.71,35811.0,0.0,0.0,55146.52,0.0,29.05,2009.16,0.0,0.0,0.79,,,,,,,,,,,,,,,,,,37223508.0,15235695.0,14085905.0,8470536.0,26657.0,21237.0,206.79,84.64,78.25,47.06,1180.0,875.0,0.0,14.49,66.94,28.1,7.1,4.46,10581.94,3.6,140.45,5.55,2.0,12.3,80.64,1.5,77.01,0.76,18001002,,,,
ECU,South America,Ecuador,2022-08-20,982926.0,0.0,517.71,35811.0,0.0,0.0,55146.52,0.0,29.05,2009.16,0.0,0.0,0.78,,,,,,,,,,,,,,,,,,37233220.0,15235989.0,14086343.0,8479518.0,9712.0,21445.0,206.84,84.64,78.25,47.11,1191.0,894.0,0.0,14.49,66.94,28.1,7.1,4.46,10581.94,3.6,140.45,5.55,2.0,12.3,80.64,1.5,77.01,0.76,18001002,,,,
ECU,South America,Ecuador,2022-08-21,987570.0,4644.0,663.43,35812.0,1.0,0.14,55407.07,260.55,37.22,2009.21,0.06,0.01,0.78,,,,,,,,,,,,,,,,,,37237645.0,15236108.0,14086517.0,8483650.0,4425.0,21279.0,206.86,84.64,78.25,47.13,1182.0,894.0,0.0,14.49,66.94,28.1,7.1,4.46,10581.94,3.6,140.45,5.55,2.0,12.3,80.64,1.5,77.01,0.76,18001002,76324.59,37.06,13.94,4240.02
ECU,South America,Ecuador,2022-08-22,987570.0,0.0,663.43,35812.0,0.0,0.14,55407.07,0.0,37.22,2009.21,0.0,0.01,0.78,,,,,,,,,,,,,,,,,,37260948.0,15237333.0,14088206.0,8504039.0,23303.0,21152.0,206.99,84.65,78.26,47.24,1175.0,899.0,0.0,14.49,66.94,28.1,7.1,4.46,10581.94,3.6,140.45,5.55,2.0,12.3,80.64,1.5,77.01,0.76,18001002,,,,
ECU,South America,Ecuador,2022-11-18,1009705.0,0.0,108.57,35901.0,0.0,0.14,56648.94,0.0,6.09,2014.21,0.0,0.01,0.38,,,,,,,,,,,,,,,,,,38807593.0,15293861.0,14183204.0,9895718.0,,17576.0,215.59,84.96,78.79,54.97,976.0,642.0,0.0,11.11,66.94,28.1,7.1,4.46,10581.94,3.6,140.45,5.55,2.0,12.3,80.64,1.5,77.01,0.76,18001002,,,,
ECU,South America,Ecuador,2022-12-02,1014491.0,0.0,372.43,35905.0,0.0,0.14,56917.45,0.0,20.9,2014.43,0.0,0.01,0.28,,,,,,,,,,,,,,,,,,39035363.0,15303829.0,14197716.0,10099008.0,,16269.0,216.85,85.02,78.87,56.1,904.0,712.0,0.0,11.11,66.94,28.1,7.1,4.46,10581.94,3.6,140.45,5.55,2.0,12.3,80.64,1.5,77.01,0.76,18001002,,,,
ECU,South America,Ecuador,2022-12-07,1018179.0,0.0,526.86,35907.0,0.0,0.29,57124.37,0.0,29.56,2014.54,0.0,0.02,0.27,,,,,,,,,,,,,,,,,,39111177.0,15307203.0,14202491.0,10166673.0,,15479.0,217.27,85.04,78.9,56.48,860.0,685.0,0.0,11.11,66.94,28.1,7.1,4.46,10581.94,3.6,140.45,5.55,2.0,12.3,80.64,1.5,77.01,0.76,18001002,,,,
ECU,South America,Ecuador,2022-12-09,1018179.0,0.0,526.86,35907.0,0.0,0.29,57124.37,0.0,29.56,2014.54,0.0,0.02,0.26,,,,,,,,,,,,,,,,,,39131610.0,15308130.0,14203618.0,10185052.0,,13750.0,217.39,85.04,78.9,56.58,764.0,614.0,0.0,11.11,66.94,28.1,7.1,4.46,10581.94,3.6,140.45,5.55,2.0,12.3,80.64,1.5,77.01,0.76,18001002,,,,
ECU,South America,Ecuador,2022-12-15,1027422.0,0.0,1320.43,35919.0,0.0,1.71,57642.94,0.0,74.08,2015.22,0.0,0.1,0.24,,,,,,,,,,,,,,,,,,39226982.0,15312264.0,14209622.0,10270286.0,,15084.0,217.92,85.06,78.94,57.05,838.0,657.0,0.0,11.11,66.94,28.1,7.1,4.46,10581.94,3.6,140.45,5.55,2.0,12.3,80.64,1.5,77.01,0.76,18001002,,,,
ECU,South America,Ecuador,2022-12-16,1027422.0,0.0,1320.43,35919.0,0.0,1.71,57642.94,0.0,74.08,2015.22,0.0,0.1,0.24,,,,,,,,,,,,,,,,,,39244571.0,15313094.0,14210874.0,10285793.0,17589.0,16137.0,218.01,85.07,78.94,57.14,896.0,709.0,0.0,11.11,66.94,28.1,7.1,4.46,10581.94,3.6,140.45,5.55,2.0,12.3,80.64,1.5,77.01,0.76,18001002,,,,
ECU,South America,Ecuador,2022-12-22,1035240.0,0.0,1116.86,35929.0,0.0,1.43,58081.57,0.0,62.66,2015.78,0.0,0.08,0.23,,,,,,,,,,,,,,,,,,39296436.0,15315909.0,14214551.0,10331166.0,,9922.0,218.3,85.08,78.97,57.39,551.0,521.0,0.0,11.11,66.94,28.1,7.1,4.46,10581.94,3.6,140.45,5.55,2.0,12.3,80.64,1.5,77.01,0.76,18001002,,,,
ECU,South America,Ecuador,2023-01-03,1044749.0,0.0,612.29,35948.0,0.0,2.0,58615.06,0.0,34.35,2016.84,0.0,0.11,,,,,,,,,,,,,,,,,,,39320580.0,15317477.0,14216691.0,10351602.0,,2012.0,218.44,85.09,78.98,57.51,112.0,131.0,0.0,,66.94,28.1,7.1,4.46,10581.94,3.6,140.45,5.55,2.0,12.3,80.64,1.5,77.01,0.76,18001002,,,,
ECU,South America,Ecuador,2023-01-06,1044749.0,0.0,612.29,35948.0,0.0,2.0,58615.06,0.0,34.35,2016.84,0.0,0.11,,,,,,,,,,,,,,,,,,,39329543.0,15318049.0,14217512.0,10359172.0,,2430.0,218.49,85.1,78.98,57.55,135.0,156.0,0.0,,66.94,28.1,7.1,4.46,10581.94,3.6,140.45,5.55,2.0,12.3,80.64,1.5,77.01,0.76,18001002,,,,
ECU,South America,Ecuador,2023-01-12,1047472.0,0.0,389.0,35970.0,0.0,3.14,58767.84,0.0,21.82,2018.08,0.0,0.18,,,,,,,,,,,,,,,,,,,39357012.0,15319873.0,14220060.0,10382269.0,,4351.0,218.64,85.11,79.0,57.68,242.0,288.0,0.0,,66.94,28.1,7.1,4.46,10581.94,3.6,140.45,5.55,2.0,12.3,80.64,1.5,77.01,0.76,18001002,,,,
ECU,South America,Ecuador,2023-01-13,1047472.0,0.0,389.0,35970.0,0.0,3.14,58767.84,0.0,21.82,2018.08,0.0,0.18,,,,,,,,,,,,,,,,,,,39362552.0,15320218.0,14220659.0,10386865.0,5540.0,4716.0,218.67,85.11,79.0,57.7,262.0,310.0,0.0,,66.94,28.1,7.1,4.46,10581.94,3.6,140.45,5.55,2.0,12.3,80.64,1.5,77.01,0.76,18001002,,,,
ECU,South America,Ecuador,2023-01-20,1050882.0,0.0,487.14,35991.0,0.0,3.0,58959.15,0.0,27.33,2019.26,0.0,0.17,,,,,,,,,,,,,,,,,,,39394757.0,15322262.0,14223540.0,10414145.0,,4601.0,218.85,85.12,79.02,57.85,256.0,292.0,0.0,,66.94,28.1,7.1,4.46,10581.94,3.6,140.45,5.55,2.0,12.3,80.64,1.5,77.01,0.76,18001002,,,,
ECU,South America,Ecuador,2023-01-27,1053605.0,0.0,389.0,35998.0,0.0,1.0,59111.92,0.0,21.82,2019.65,0.0,0.06,,,,,,,,,,,,,,,,,,,39424111.0,15324257.0,14226313.0,10438731.0,,4193.0,219.01,85.13,79.03,57.99,233.0,285.0,0.0,,66.94,28.1,7.1,4.46,10581.94,3.6,140.45,5.55,2.0,12.3,80.64,1.5,77.01,0.76,18001002,,,,
ECU,South America,Ecuador,2023-02-03,1055024.0,0.0,202.71,36005.0,0.0,1.0,59191.54,0.0,11.37,2020.04,0.0,0.06,,,,,,,,,,,,,,,,,,,39448015.0,15325894.0,14228590.0,10458721.0,,3415.0,219.14,85.14,79.04,58.1,190.0,234.0,0.0,,66.94,28.1,7.1,4.46,10581.94,3.6,140.45,5.55,2.0,12.3,80.64,1.5,77.01,0.76,18001002,,,,
ECU,South America,Ecuador,2023-02-10,1055922.0,0.0,128.29,36006.0,0.0,0.14,59241.91,0.0,7.2,2020.1,0.0,0.01,,,,,,,,,,,,,,,,,,,39465766.0,15327060.0,14230208.0,10473688.0,,2536.0,219.24,85.15,79.05,58.18,141.0,167.0,0.0,,66.94,28.1,7.1,4.46,10581.94,3.6,140.45,5.55,2.0,12.3,80.64,1.5,77.01,0.76,18001002,,,,
ECU,South America,Ecuador,2023-02-17,1056452.0,0.0,75.71,36010.0,0.0,0.57,59271.65,0.0,4.25,2020.32,0.0,0.03,,,,,,,,,,,,,,,,,,,39485025.0,15328419.0,14232170.0,10489626.0,,2751.0,219.35,85.15,79.06,58.27,153.0,194.0,0.0,,66.94,28.1,7.1,4.46,10581.94,3.6,140.45,5.55,2.0,12.3,80.64,1.5,77.01,0.76,18001002,,,,
ECU,South America,Ecuador,2023-02-24,1056837.0,0.0,55.0,36013.0,0.0,0.43,59293.25,0.0,3.09,2020.49,0.0,0.02,,,,,,,,,,,,,,,,,,,39495110.0,15329151.0,14233323.0,10497826.0,,1441.0,219.41,85.16,79.07,58.32,80.0,105.0,0.0,,66.94,28.1,7.1,4.46,10581.94,3.6,140.45,5.55,2.0,12.3,80.64,1.5,77.01,0.76,18001002,,,,
ECU,South America,Ecuador,2023-03-03,1057121.0,0.0,40.57,36014.0,0.0,0.14,59309.19,0.0,2.28,2020.54,0.0,0.01,,,,,,,,,,,,,,,,,,,39521147.0,15330893.0,14236025.0,10519419.0,,3720.0,219.55,85.17,79.08,58.44,207.0,249.0,0.0,,66.94,28.1,7.1,4.46,10581.94,3.6,140.45,5.55,2.0,12.3,80.64,1.5,77.01,0.76,18001002,,,,
ECU,South America,Ecuador,2023-03-10,1057608.0,0.0,69.57,36015.0,0.0,0.14,59336.51,0.0,3.9,2020.6,0.0,0.01,,,,,,,,,,,,,,,,,,,39528510.0,15331441.0,14236815.0,10525444.0,,1052.0,219.59,85.17,79.09,58.47,58.0,78.0,0.0,,66.94,28.1,7.1,4.46,10581.94,3.6,140.45,5.55,2.0,12.3,80.64,1.5,77.01,0.76,18001002,,,,
