iso_code,continent,location,date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,icu_patients,icu_patients_per_million,hosp_patients,hosp_patients_per_million,weekly_icu_admissions,weekly_icu_admissions_per_million,weekly_hosp_admissions,weekly_hosp_admissions_per_million,total_tests,new_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,positive_rate,tests_per_case,tests_units,total_vaccinations,people_vaccinated,people_fully_vaccinated,total_boosters,new_vaccinations,new_vaccinations_smoothed,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,total_boosters_per_hundred,new_vaccinations_smoothed_per_million,new_people_vaccinated_smoothed,new_people_vaccinated_smoothed_per_hundred,stringency_index,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,human_development_index,population,excess_mortality_cumulative_absolute,excess_mortality_cumulative,excess_mortality,excess_mortality_cumulative_per_million
ECU,South America,Ecuador,2021-01-20,230808.0,0.0,1494.14,14316.0,0.0,19.86,12949.35,0.0,83.83,803.19,0.0,1.11,1.09,,,,,,,,,782957.0,6937.0,43.99,0.39,4853.0,0.27,0.3,3.3,people tested,17.0,17.0,,,,,0.0,0.0,,,,,,69.44,66.94,28.1,7.1,4.46,10581.94,3.6,140.45,5.55,2.0,12.3,80.64,1.5,77.01,0.76,18001002,,,,
ECU,South America,Ecuador,2021-01-21,230808.0,0.0,1494.14,14316.0,0.0,19.86,12949.35,0.0,83.83,803.19,0.0,1.11,1.09,,,,,,,,,786859.0,3902.0,44.21,0.22,4933.0,0.28,0.3,3.4,people tested,3008.0,3008.0,,,2991.0,2991.0,0.02,0.02,,,166.0,2991.0,0.02,69.44,66.94,28.1,7.1,4.46,10581.94,3.6,140.45,5.55,2.0,12.3,80.64,1.5,77.01,0.76,18001002,,,,
ECU,South America,Ecuador,2021-01-22,230808.0,0.0,1494.14,14316.0,0.0,19.86,12949.35,0.0,83.83,803.19,0.0,1.11,1.09,,,,,,,,,790920.0,4061.0,44.44,0.23,3885.0,0.22,0.27,3.7,people tested,3811.0,3811.0,,,803.0,1897.0,0.02,0.02,,,105.0,1897.0,0.01,69.44,66.94,28.1,7.1,4.46,10581.94,3.6,140.45,5.55,2.0,12.3,80.64,1.5,77.01,0.76,18001002,,,,
ECU,South America,Ecuador,2021-01-23,230808.0,0.0,1494.14,14316.0,0.0,19.86,12949.35,0.0,83.83,803.19,0.0,1.11,1.09,,,,,,,,,800332.0,9412.0,44.97,0.53,4856.0,0.27,0.29,3.5,people tested,3848.0,3848.0,,,37.0,1277.0,0.02,0.02,,,71.0,1277.0,0.01,69.44,66.94,28.1,7.1,4.46,10581.94,3.6,140.45,5.55,2.0,12.3,80.64,1.5,77.01,0.76,18001002,,,,
ECU,South America,Ecuador,2021-01-25,238232.0,0.0,1060.57,14596.0,0.0,40.0,13365.87,0.0,59.5,818.9,0.0,2.24,1.08,,,,,,,,,803528.0,2003.0,45.15,0.11,4771.0,0.27,0.29,3.5,people tested,5116.0,5116.0,,,,1020.0,0.03,0.03,,,57.0,1020.0,0.01,69.44,66.94,28.1,7.1,4.46,10581.94,3.6,140.45,5.55,2.0,12.3,80.64,1.5,77.01,0.76,18001002,,,,
ECU,South America,Ecuador,2021-01-26,238232.0,0.0,1060.57,14596.0,0.0,40.0,13365.87,0.0,59.5,818.9,0.0,2.24,1.08,,,,,,,,,808172.0,4644.0,45.41,0.26,4593.0,0.26,0.29,3.5,people tested,5876.0,5876.0,,,760.0,976.0,0.03,0.03,,,54.0,976.0,0.0,69.44,66.94,28.1,7.1,4.46,10581.94,3.6,140.45,5.55,2.0,12.3,80.64,1.5,77.01,0.76,18001002,,,,
ECU,South America,Ecuador,2021-01-27,238232.0,0.0,1060.57,14596.0,0.0,40.0,13365.87,0.0,59.5,818.9,0.0,2.24,1.08,,,,,,,,,817762.0,9590.0,45.95,0.54,4972.0,0.28,0.28,3.5,people tested,6580.0,6580.0,,,704.0,938.0,0.04,0.04,,,52.0,938.0,0.0,69.44,66.94,28.1,7.1,4.46,10581.94,3.6,140.45,5.55,2.0,12.3,80.64,1.5,77.01,0.76,18001002,,,,
ECU,South America,Ecuador,2021-01-28,238232.0,0.0,1060.57,14596.0,0.0,40.0,13365.87,0.0,59.5,818.9,0.0,2.24,1.08,,,,,,,,,820403.0,2641.0,46.1,0.15,4792.0,0.27,0.28,3.5,people tested,6802.0,6802.0,,,222.0,542.0,0.04,0.04,,,30.0,542.0,0.0,69.44,66.94,28.1,7.1,4.46,10581.94,3.6,140.45,5.55,2.0,12.3,80.64,1.5,77.01,0.76,18001002,,,,
ECU,South America,Ecuador,2021-01-29,238232.0,0.0,1060.57,14596.0,0.0,40.0,13365.87,0.0,59.5,818.9,0.0,2.24,1.08,,,,,,,,,832584.0,12181.0,46.78,0.68,5952.0,0.33,0.28,3.6,people tested,7091.0,7091.0,,,289.0,469.0,0.04,0.04,,,26.0,469.0,0.0,69.44,66.94,28.1,7.1,4.46,10581.94,3.6,140.45,5.55,2.0,12.3,80.64,1.5,77.01,0.76,18001002,,,,
ECU,South America,Ecuador,2021-01-31,249779.0,11547.0,1649.57,14851.0,255.0,36.43,14013.71,647.84,92.55,833.21,14.31,2.04,1.07,,,,,,,,,837041.0,887.0,47.03,0.05,5074.0,0.28,0.26,3.8,people tested,7133.0,7133.0,,,,379.0,0.04,0.04,,,21.0,379.0,0.0,69.44,66.94,28.1,7.1,4.46,10581.94,3.6,140.45,5.55,2.0,12.3,80.64,1.5,77.01,0.76,18001002,43303.3,51.99,45.6,2433.08
ECU,South America,Ecuador,2021-02-01,249779.0,0.0,1649.57,14851.0,0.0,36.43,14013.71,0.0,92.55,833.21,0.0,2.04,1.07,,,,,,,,,838511.0,1470.0,47.11,0.08,4998.0,0.28,0.26,3.8,people tested,8521.0,8521.0,,,1388.0,486.0,0.05,0.05,,,27.0,486.0,0.0,69.44,66.94,28.1,7.1,4.46,10581.94,3.6,140.45,5.55,2.0,12.3,80.64,1.5,77.01,0.76,18001002,,,,
ECU,South America,Ecuador,2021-02-02,249779.0,0.0,1649.57,14851.0,0.0,36.43,14013.71,0.0,92.55,833.21,0.0,2.04,1.07,,,,,,,,,842918.0,4407.0,47.36,0.25,4964.0,0.28,0.26,3.9,people tested,9722.0,9722.0,,,1201.0,549.0,0.05,0.05,,,30.0,549.0,0.0,69.44,66.94,28.1,7.1,4.46,10581.94,3.6,140.45,5.55,2.0,12.3,80.64,1.5,77.01,0.76,18001002,,,,
ECU,South America,Ecuador,2021-02-03,249779.0,0.0,1649.57,14851.0,0.0,36.43,14013.71,0.0,92.55,833.21,0.0,2.04,1.07,,,,,,,,,845925.0,3007.0,47.53,0.17,4023.0,0.23,0.26,3.8,people tested,12358.0,12357.0,1.0,,2636.0,825.0,0.07,0.07,0.0,,46.0,825.0,0.0,69.44,66.94,28.1,7.1,4.46,10581.94,3.6,140.45,5.55,2.0,12.3,80.64,1.5,77.01,0.76,18001002,,,,
ECU,South America,Ecuador,2021-02-04,249779.0,0.0,1649.57,14851.0,0.0,36.43,14013.71,0.0,92.55,833.21,0.0,2.04,1.07,,,,,,,,,851675.0,5750.0,47.85,0.32,4467.0,0.25,0.28,3.6,people tested,12467.0,12425.0,42.0,,109.0,809.0,0.07,0.07,0.0,,45.0,803.0,0.0,69.44,66.94,28.1,7.1,4.46,10581.94,3.6,140.45,5.55,2.0,12.3,80.64,1.5,77.01,0.76,18001002,,,,
ECU,South America,Ecuador,2021-02-05,249779.0,0.0,1649.57,14851.0,0.0,36.43,14013.71,0.0,92.55,833.21,0.0,2.04,1.07,,,,,,,,,857170.0,5495.0,48.16,0.31,3512.0,0.2,0.3,3.4,people tested,12470.0,12428.0,42.0,,3.0,768.0,0.07,0.07,0.0,,43.0,762.0,0.0,69.44,66.94,28.1,7.1,4.46,10581.94,3.6,140.45,5.55,2.0,12.3,80.64,1.5,77.01,0.76,18001002,,,,
ECU,South America,Ecuador,2021-02-06,249779.0,0.0,1649.57,14851.0,0.0,36.43,14013.71,0.0,92.55,833.21,0.0,2.04,1.06,,,,,,,,,861195.0,4025.0,48.39,0.23,3577.0,0.2,0.3,3.4,people tested,12471.0,12429.0,42.0,,1.0,766.0,0.07,0.07,0.0,,43.0,760.0,0.0,69.44,66.94,28.1,7.1,4.46,10581.94,3.6,140.45,5.55,2.0,12.3,80.64,1.5,77.01,0.76,18001002,,,,
ECU,South America,Ecuador,2021-02-08,257115.0,0.0,1048.0,15004.0,0.0,21.86,14425.29,0.0,58.8,841.79,0.0,1.23,1.06,,,,,,,,,866295.0,4139.0,48.67,0.23,3969.0,0.22,0.31,3.3,people tested,12473.0,12431.0,42.0,,,565.0,0.07,0.07,0.0,,31.0,559.0,0.0,69.44,66.94,28.1,7.1,4.46,10581.94,3.6,140.45,5.55,2.0,12.3,80.64,1.5,77.01,0.76,18001002,,,,
ECU,South America,Ecuador,2021-02-10,257115.0,0.0,1048.0,15004.0,0.0,21.86,14425.29,0.0,58.8,841.79,0.0,1.23,1.06,,,,,,,,,876191.0,8526.0,49.23,0.48,4324.0,0.24,0.29,3.4,people tested,12478.0,12431.0,47.0,,,17.0,0.07,0.07,0.0,,1.0,11.0,0.0,69.44,66.94,28.1,7.1,4.46,10581.94,3.6,140.45,5.55,2.0,12.3,80.64,1.5,77.01,0.76,18001002,,,,
ECU,South America,Ecuador,2021-02-11,257115.0,0.0,1048.0,15004.0,0.0,21.86,14425.29,0.0,58.8,841.79,0.0,1.23,1.06,,,,,,,,,881086.0,4895.0,49.51,0.28,4202.0,0.24,0.28,3.6,people tested,14004.0,12466.0,1538.0,,1526.0,220.0,0.08,0.07,0.01,,12.0,6.0,0.0,69.44,66.94,28.1,7.1,4.46,10581.94,3.6,140.45,5.55,2.0,12.3,80.64,1.5,77.01,0.76,18001002,,,,
ECU,South America,Ecuador,2021-02-12,257115.0,0.0,1048.0,15004.0,0.0,21.86,14425.29,0.0,58.8,841.79,0.0,1.23,1.06,,,,,,,,,888171.0,7085.0,49.9,0.4,4429.0,0.25,0.27,3.7,people tested,14423.0,12483.0,1940.0,,419.0,279.0,0.08,0.07,0.01,,15.0,8.0,0.0,69.44,66.94,28.1,7.1,4.46,10581.94,3.6,140.45,5.55,2.0,12.3,80.64,1.5,77.01,0.76,18001002,,,,
ECU,South America,Ecuador,2021-02-13,257115.0,0.0,1048.0,15004.0,0.0,21.86,14425.29,0.0,58.8,841.79,0.0,1.23,1.06,,,,,,,,,893912.0,5741.0,50.23,0.32,4674.0,0.26,0.27,3.7,people tested,14464.0,12487.0,1977.0,,41.0,285.0,0.08,0.07,0.01,,16.0,8.0,0.0,69.44,66.94,28.1,7.1,4.46,10581.94,3.6,140.45,5.55,2.0,12.3,80.64,1.5,77.01,0.76,18001002,,,,
ECU,South America,Ecuador,2021-02-15,265527.0,0.0,1201.71,15269.0,0.0,37.86,14897.24,0.0,67.42,856.66,0.0,2.12,1.06,,,,,,,,,897351.0,1992.0,50.42,0.11,4437.0,0.25,0.27,3.7,people tested,14465.0,12488.0,1977.0,,,285.0,0.08,0.07,0.01,,16.0,8.0,0.0,69.44,66.94,28.1,7.1,4.46,10581.94,3.6,140.45,5.55,2.0,12.3,80.64,1.5,77.01,0.76,18001002,,,,
ECU,South America,Ecuador,2021-02-17,265527.0,0.0,1201.71,15269.0,0.0,37.86,14897.24,0.0,67.42,856.66,0.0,2.12,1.06,,,,,,,,,903093.0,4922.0,50.74,0.28,3843.0,0.22,0.28,3.5,people tested,14542.0,12491.0,2051.0,,,295.0,0.08,0.07,0.01,,16.0,9.0,0.0,69.44,66.94,28.1,7.1,4.46,10581.94,3.6,140.45,5.55,2.0,12.3,80.64,1.5,77.01,0.76,18001002,,,,
ECU,South America,Ecuador,2021-02-18,265527.0,0.0,1201.71,15269.0,0.0,37.86,14897.24,0.0,67.42,856.66,0.0,2.12,1.06,,,,,,,,,907601.0,4508.0,51.0,0.25,3788.0,0.21,0.29,3.4,people tested,38171.0,34661.0,3510.0,,23629.0,3452.0,0.21,0.19,0.02,,192.0,3171.0,0.02,69.44,66.94,28.1,7.1,4.46,10581.94,3.6,140.45,5.55,2.0,12.3,80.64,1.5,77.01,0.76,18001002,,,,
ECU,South America,Ecuador,2021-02-19,265527.0,0.0,1201.71,15269.0,0.0,37.86,14897.24,0.0,67.42,856.66,0.0,2.12,1.06,,,,,,,,,914298.0,6697.0,51.37,0.38,3732.0,0.21,0.29,3.4,people tested,43474.0,39607.0,3867.0,,5303.0,4150.0,0.24,0.22,0.02,,231.0,3875.0,0.02,69.44,66.94,28.1,7.1,4.46,10581.94,3.6,140.45,5.55,2.0,12.3,80.64,1.5,77.01,0.76,18001002,,,,
ECU,South America,Ecuador,2021-02-20,265527.0,0.0,1201.71,15269.0,0.0,37.86,14897.24,0.0,67.42,856.66,0.0,2.12,1.06,,,,,,,,,919749.0,5451.0,51.68,0.31,3691.0,0.21,0.29,3.5,people tested,43475.0,39607.0,3868.0,,1.0,4144.0,0.24,0.22,0.02,,230.0,3874.0,0.02,69.44,66.94,28.1,7.1,4.46,10581.94,3.6,140.45,5.55,2.0,12.3,80.64,1.5,77.01,0.76,18001002,,,,
ECU,South America,Ecuador,2021-02-21,273097.0,7570.0,1081.43,15513.0,244.0,34.86,15321.96,424.71,60.67,870.35,13.69,1.96,1.07,,,,,,,,,921063.0,1314.0,51.75,0.07,3672.0,0.21,0.28,3.5,people tested,45352.0,41483.0,3869.0,,1877.0,4412.0,0.25,0.23,0.02,,245.0,4142.0,0.02,69.44,66.94,28.1,7.1,4.46,10581.94,3.6,140.45,5.55,2.0,12.3,80.64,1.5,77.01,0.76,18001002,45433.8,51.7,46.58,2552.79
ECU,South America,Ecuador,2021-02-22,273097.0,0.0,1081.43,15513.0,0.0,34.86,15321.96,0.0,60.67,870.35,0.0,1.96,1.07,,,,,,,,,923364.0,2301.0,51.88,0.13,3716.0,0.21,0.3,3.4,people tested,47115.0,43101.0,4014.0,,1763.0,4664.0,0.26,0.24,0.02,,259.0,4373.0,0.02,67.59,66.94,28.1,7.1,4.46,10581.94,3.6,140.45,5.55,2.0,12.3,80.64,1.5,77.01,0.76,18001002,,,,
ECU,South America,Ecuador,2021-02-23,273097.0,0.0,1081.43,15513.0,0.0,34.86,15321.96,0.0,60.67,870.35,0.0,1.96,1.07,,,,,,,,,931981.0,8617.0,52.36,0.48,4830.0,0.27,0.31,3.2,people tested,47127.0,43112.0,4015.0,,12.0,4660.0,0.26,0.24,0.02,,259.0,4375.0,0.02,67.59,66.94,28.1,7.1,4.46,10581.94,3.6,140.45,5.55,2.0,12.3,80.64,1.5,77.01,0.76,18001002,,,,
ECU,South America,Ecuador,2021-02-24,273097.0,0.0,1081.43,15513.0,0.0,34.86,15321.96,0.0,60.67,870.35,0.0,1.96,1.07,,,,,,,,,938781.0,6800.0,52.75,0.38,5098.0,0.29,0.32,3.2,people tested,47576.0,43136.0,4440.0,,449.0,4719.0,0.26,0.24,0.02,,262.0,4378.0,0.02,67.59,66.94,28.1,7.1,4.46,10581.94,3.6,140.45,5.55,2.0,12.3,80.64,1.5,77.01,0.76,18001002,,,,
ECU,South America,Ecuador,2021-02-25,273097.0,0.0,1081.43,15513.0,0.0,34.86,15321.96,0.0,60.67,870.35,0.0,1.96,1.07,,,,,,,,,943515.0,4734.0,53.01,0.27,5131.0,0.29,0.32,3.2,people tested,65737.0,59989.0,5748.0,,18161.0,3938.0,0.37,0.33,0.03,,219.0,3618.0,0.02,67.59,66.94,28.1,7.1,4.46,10581.94,3.6,140.45,5.55,2.0,12.3,80.64,1.5,77.01,0.76,18001002,,,,
ECU,South America,Ecuador,2021-02-26,273097.0,0.0,1081.43,15513.0,0.0,34.86,15321.96,0.0,60.67,870.35,0.0,1.96,1.06,,,,,,,,,949946.0,6431.0,53.38,0.36,5093.0,0.29,0.32,3.2,people tested,76446.0,69907.0,6539.0,,10709.0,4710.0,0.42,0.39,0.04,,262.0,4329.0,0.02,67.59,66.94,28.1,7.1,4.46,10581.94,3.6,140.45,5.55,2.0,12.3,80.64,1.5,77.01,0.76,18001002,,,,
ECU,South America,Ecuador,2021-02-27,273097.0,0.0,1081.43,15513.0,0.0,34.86,15321.96,0.0,60.67,870.35,0.0,1.96,1.06,,,,,,,,,956265.0,6319.0,53.73,0.36,5217.0,0.29,0.31,3.2,people tested,76543.0,70000.0,6543.0,,97.0,4724.0,0.43,0.39,0.04,,262.0,4342.0,0.02,67.59,66.94,28.1,7.1,4.46,10581.94,3.6,140.45,5.55,2.0,12.3,80.64,1.5,77.01,0.76,18001002,,,,
ECU,South America,Ecuador,2021-02-28,282599.0,9502.0,1357.43,15713.0,200.0,28.57,15855.06,533.1,76.16,881.57,11.22,1.6,1.06,,,,,,,,,957392.0,1127.0,53.79,0.06,5190.0,0.29,0.31,3.2,people tested,76547.0,70004.0,6543.0,,4.0,4456.0,0.43,0.39,0.04,,248.0,4074.0,0.02,63.89,66.94,28.1,7.1,4.46,10581.94,3.6,140.45,5.55,2.0,12.3,80.64,1.5,77.01,0.76,18001002,46181.1,51.65,48.6,2594.77
ECU,South America,Ecuador,2021-03-01,282599.0,0.0,1357.43,15713.0,0.0,28.57,15855.06,0.0,76.16,881.57,0.0,1.6,1.06,,,,,,,,,959454.0,2062.0,53.91,0.12,5156.0,0.29,0.3,3.3,people tested,77022.0,70478.0,6544.0,,475.0,4272.0,0.43,0.39,0.04,,237.0,3911.0,0.02,63.89,66.94,28.1,7.1,4.46,10581.94,3.6,140.45,5.55,2.0,12.3,80.64,1.5,77.01,0.76,18001002,,,,
ECU,South America,Ecuador,2021-03-02,282599.0,0.0,1357.43,15713.0,0.0,28.57,15855.06,0.0,76.16,881.57,0.0,1.6,1.06,,,,,,,,,968498.0,9044.0,54.42,0.51,5217.0,0.29,0.29,3.4,people tested,77044.0,70499.0,6545.0,,22.0,4274.0,0.43,0.39,0.04,,237.0,3912.0,0.02,63.89,66.94,28.1,7.1,4.46,10581.94,3.6,140.45,5.55,2.0,12.3,80.64,1.5,77.01,0.76,18001002,,,,
ECU,South America,Ecuador,2021-03-03,282599.0,0.0,1357.43,15713.0,0.0,28.57,15855.06,0.0,76.16,881.57,0.0,1.6,1.06,,,,,,,,,969680.0,1182.0,54.48,0.07,4414.0,0.25,0.28,3.6,people tested,77070.0,70525.0,6545.0,,26.0,4213.0,0.43,0.39,0.04,,234.0,3913.0,0.02,63.89,66.94,28.1,7.1,4.46,10581.94,3.6,140.45,5.55,2.0,12.3,80.64,1.5,77.01,0.76,18001002,,,,
ECU,South America,Ecuador,2021-03-04,282599.0,0.0,1357.43,15713.0,0.0,28.57,15855.06,0.0,76.16,881.57,0.0,1.6,1.06,,,,,,,,,974354.0,4674.0,54.75,0.26,4406.0,0.25,0.28,3.6,people tested,106482.0,99847.0,6635.0,,29412.0,5821.0,0.59,0.55,0.04,,323.0,5694.0,0.03,63.89,66.94,28.1,7.1,4.46,10581.94,3.6,140.45,5.55,2.0,12.3,80.64,1.5,77.01,0.76,18001002,,,,
ECU,South America,Ecuador,2021-03-05,282599.0,0.0,1357.43,15713.0,0.0,28.57,15855.06,0.0,76.16,881.57,0.0,1.6,1.06,,,,,,,,,980854.0,6500.0,55.11,0.36,4415.0,0.25,0.28,3.6,people tested,126359.0,119709.0,6650.0,,19877.0,7130.0,0.7,0.67,0.04,,396.0,7115.0,0.04,63.89,66.94,28.1,7.1,4.46,10581.94,3.6,140.45,5.55,2.0,12.3,80.64,1.5,77.01,0.76,18001002,,,,
ECU,South America,Ecuador,2021-03-06,282599.0,0.0,1357.43,15713.0,0.0,28.57,15855.06,0.0,76.16,881.57,0.0,1.6,1.06,,,,,,,,,985649.0,4795.0,55.38,0.27,4198.0,0.24,0.28,3.5,people tested,130324.0,123672.0,6652.0,,3965.0,7683.0,0.72,0.69,0.04,,427.0,7667.0,0.04,63.89,66.94,28.1,7.1,4.46,10581.94,3.6,140.45,5.55,2.0,12.3,80.64,1.5,77.01,0.76,18001002,,,,
ECU,South America,Ecuador,2021-03-07,292943.0,10344.0,1477.71,16020.0,307.0,43.86,16435.4,580.34,82.91,898.79,17.22,2.46,1.06,,,,,,,,,985994.0,345.0,55.4,0.02,4086.0,0.23,0.29,3.5,people tested,130497.0,123845.0,6652.0,,173.0,7707.0,0.72,0.69,0.04,,428.0,7692.0,0.04,63.89,66.94,28.1,7.1,4.46,10581.94,3.6,140.45,5.55,2.0,12.3,80.64,1.5,77.01,0.76,18001002,46871.6,51.53,44.82,2633.57
ECU,South America,Ecuador,2021-03-08,292943.0,0.0,1477.71,16020.0,0.0,43.86,16435.4,0.0,82.91,898.79,0.0,2.46,1.05,,,,,,,,,988145.0,2151.0,55.52,0.12,4099.0,0.23,0.29,3.4,people tested,135112.0,128460.0,6652.0,,4615.0,8299.0,0.75,0.71,0.04,,461.0,8283.0,0.05,63.89,66.94,28.1,7.1,4.46,10581.94,3.6,140.45,5.55,2.0,12.3,80.64,1.5,77.01,0.76,18001002,,,,
ECU,South America,Ecuador,2021-03-09,292943.0,0.0,1477.71,16020.0,0.0,43.86,16435.4,0.0,82.91,898.79,0.0,2.46,1.05,,,,,,,,,993756.0,5611.0,55.84,0.32,3608.0,0.2,0.29,3.4,people tested,136816.0,130164.0,6652.0,,1704.0,8539.0,0.76,0.72,0.04,,474.0,8524.0,0.05,59.26,66.94,28.1,7.1,4.46,10581.94,3.6,140.45,5.55,2.0,12.3,80.64,1.5,77.01,0.76,18001002,,,,
ECU,South America,Ecuador,2021-03-10,292943.0,0.0,1477.71,16020.0,0.0,43.86,16435.4,0.0,82.91,898.79,0.0,2.46,1.05,,,,,,,,,997908.0,4152.0,56.07,0.23,4033.0,0.23,0.29,3.4,people tested,137601.0,130773.0,6828.0,,785.0,8647.0,0.76,0.73,0.04,,480.0,8607.0,0.05,59.26,66.94,28.1,7.1,4.46,10581.94,3.6,140.45,5.55,2.0,12.3,80.64,1.5,77.01,0.76,18001002,,,,
ECU,South America,Ecuador,2021-03-11,292943.0,0.0,1477.71,16020.0,0.0,43.86,16435.4,0.0,82.91,898.79,0.0,2.46,1.06,,,,,,,,,1002496.0,4588.0,56.33,0.26,4020.0,0.23,0.29,3.5,people tested,172799.0,160339.0,12460.0,,35198.0,9474.0,0.96,0.89,0.07,,526.0,8642.0,0.05,59.26,66.94,28.1,7.1,4.46,10581.94,3.6,140.45,5.55,2.0,12.3,80.64,1.5,77.01,0.76,18001002,,,,
ECU,South America,Ecuador,2021-03-12,292943.0,0.0,1477.71,16020.0,0.0,43.86,16435.4,0.0,82.91,898.79,0.0,2.46,1.06,,,,,,,,,1007611.0,5115.0,56.62,0.29,3822.0,0.22,0.29,3.5,people tested,223571.0,204385.0,19186.0,,50772.0,13887.0,1.24,1.14,0.11,,771.0,12097.0,0.07,59.26,66.94,28.1,7.1,4.46,10581.94,3.6,140.45,5.55,2.0,12.3,80.64,1.5,77.01,0.76,18001002,,,,
ECU,South America,Ecuador,2021-03-13,292943.0,0.0,1477.71,16020.0,0.0,43.86,16435.4,0.0,82.91,898.79,0.0,2.46,1.06,,,,,,,,,1012477.0,4866.0,56.89,0.27,3833.0,0.22,0.29,3.5,people tested,240343.0,220452.0,19891.0,,16772.0,15717.0,1.34,1.22,0.11,,873.0,13826.0,0.08,59.26,66.94,28.1,7.1,4.46,10581.94,3.6,140.45,5.55,2.0,12.3,80.64,1.5,77.01,0.76,18001002,,,,
ECU,South America,Ecuador,2021-03-14,300666.0,7723.0,1103.29,16215.0,195.0,27.86,16868.7,433.3,61.9,909.73,10.94,1.56,1.06,,,,,,,,,1013520.0,1043.0,56.95,0.06,3932.0,0.22,0.29,3.5,people tested,241088.0,221190.0,19898.0,,745.0,15799.0,1.34,1.23,0.11,,878.0,13906.0,0.08,59.26,66.94,28.1,7.1,4.46,10581.94,3.6,140.45,5.55,2.0,12.3,80.64,1.5,77.01,0.76,18001002,47694.7,51.52,51.22,2679.82
ECU,South America,Ecuador,2021-03-15,300666.0,0.0,1103.29,16215.0,0.0,27.86,16868.7,0.0,61.9,909.73,0.0,1.56,1.06,,,,,,,,,1015296.0,1776.0,57.05,0.1,3879.0,0.22,0.28,3.5,people tested,252743.0,231703.0,21040.0,,11655.0,16804.0,1.4,1.29,0.12,,934.0,14749.0,0.08,59.26,66.94,28.1,7.1,4.46,10581.94,3.6,140.45,5.55,2.0,12.3,80.64,1.5,77.01,0.76,18001002,,,,
ECU,South America,Ecuador,2021-03-16,300666.0,0.0,1103.29,16215.0,0.0,27.86,16868.7,0.0,61.9,909.73,0.0,1.56,1.06,,,,,,,,,1023967.0,8671.0,57.53,0.49,4316.0,0.24,0.29,3.4,people tested,260745.0,239702.0,21043.0,,8002.0,17704.0,1.45,1.33,0.12,,984.0,15648.0,0.09,59.26,66.94,28.1,7.1,4.46,10581.94,3.6,140.45,5.55,2.0,12.3,80.64,1.5,77.01,0.76,18001002,,,,
ECU,South America,Ecuador,2021-03-17,300666.0,0.0,1103.29,16215.0,0.0,27.86,16868.7,0.0,61.9,909.73,0.0,1.56,1.06,,,,,,,,,1030011.0,6044.0,57.87,0.34,4586.0,0.26,0.3,3.4,people tested,266917.0,245860.0,21057.0,,6172.0,18474.0,1.48,1.37,0.12,,1026.0,16441.0,0.09,59.26,66.94,28.1,7.1,4.46,10581.94,3.6,140.45,5.55,2.0,12.3,80.64,1.5,77.01,0.76,18001002,,,,
ECU,South America,Ecuador,2021-03-18,300666.0,0.0,1103.29,16215.0,0.0,27.86,16868.7,0.0,61.9,909.73,0.0,1.56,1.06,,,,,,,,,1037392.0,7381.0,58.29,0.42,4985.0,0.28,0.3,3.3,people tested,275562.0,249118.0,26444.0,,8645.0,14680.0,1.53,1.38,0.15,,816.0,12683.0,0.07,59.26,66.94,28.1,7.1,4.46,10581.94,3.6,140.45,5.55,2.0,12.3,80.64,1.5,77.01,0.76,18001002,,,,
ECU,South America,Ecuador,2021-03-19,300666.0,0.0,1103.29,16215.0,0.0,27.86,16868.7,0.0,61.9,909.73,0.0,1.56,1.06,,,,,,,,,1041289.0,3897.0,58.51,0.22,4811.0,0.27,0.3,3.3,people tested,284270.0,252474.0,31796.0,,8708.0,8671.0,1.58,1.4,0.18,,482.0,6870.0,0.04,59.26,66.94,28.1,7.1,4.46,10581.94,3.6,140.45,5.55,2.0,12.3,80.64,1.5,77.01,0.76,18001002,,,,
ECU,South America,Ecuador,2021-03-20,300666.0,0.0,1103.29,16215.0,0.0,27.86,16868.7,0.0,61.9,909.73,0.0,1.56,1.06,,,,,,,,,1047033.0,5744.0,58.83,0.32,4937.0,0.28,0.3,3.3,people tested,293239.0,257550.0,35689.0,,8969.0,7557.0,1.63,1.43,0.2,,420.0,5300.0,0.03,59.26,66.94,28.1,7.1,4.46,10581.94,3.6,140.45,5.55,2.0,12.3,80.64,1.5,77.01,0.76,18001002,,,,
ECU,South America,Ecuador,2021-03-21,310868.0,10202.0,1457.43,16435.0,220.0,31.43,17441.08,572.38,81.77,922.08,12.34,1.76,1.06,,,,,,,,,1048042.0,1009.0,58.89,0.06,4932.0,0.28,0.3,3.3,people tested,295201.0,259507.0,35694.0,,1962.0,7730.0,1.64,1.44,0.2,,429.0,5474.0,0.03,59.26,66.94,28.1,7.1,4.46,10581.94,3.6,140.45,5.55,2.0,12.3,80.64,1.5,77.01,0.76,18001002,48758.8,51.79,67.48,2739.61
